Job Title,Company Name,Company Location,Job Type,Posted date,Experience,Requirements
IT Manager,Confidential,"6th of October, Giza, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · IT · computer · Computer Engineering · Networks · Project Management · Software
Sr. Social Media Researcher (Gulf Markets),Confidential,"Zamalek, Cairo, Egypt",Full Time,2024-09-14,Experienced,Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Communication skills · digital marketing · Market Research · Research · Social Media · media · Marketing
Medical Representative,Research Land,"Tanta, Gharbia, Egypt",Full Time,2024-09-14,Entry Level,Medical/Healthcare · Sales/Retail · Pharmaceutical · Communication · Medical · Veterinary Medicine · Pharmacy · sales skills · Veterinary · Negotiation
IT Help Desk Specialist,Amreyah Cement,"Bourj Alarab, Alexandria, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Communication · Databases · Help desk · Information technology · Information Technology (IT) · Troubleshooting
Business Analyst,SELECT,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Project/Program Management · Analyst/Research · Asset Management · Facility Management · Maximo · IBM Maximo · FM system · CAFM · CMMS
Instructor—on different Egypt governments.,Procrew,"Alexandria, Egypt",Part Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Teaching · IT Instructors
Network and Security Expert,Cleopatra Hospitals Group,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · network · Cisco · Engineering · Information Technology (IT) · Networking · Security · CCNP
Junior Python Developer,RDI,"Dokki, Giza, Egypt",Full Time,2024-09-14,Entry Level,Business Development · IT/Software Development · Engineering - Telecom/Technology · Python · MySQL · JavaScript · React · Angular · RESTful · Django
Quality Assurance IPC Supervisor,EVA Cosmetics,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,Quality · Quality Assurance · QA
Cybersecurity Senior with Backend development knowledge,Partner & More,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · AWS · GraphQL · PostgreSQL · Backend development · Nestjs · CISSP · Information Security · Cybersecurity · Encryption
Senior Admission Officer,Zewail City,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,Administration · Administration · Registrar · Communication skills · Microsoft Office
"System Support Senior Engineer ""Citrix""",e-finance,"Smart Village, Giza, Egypt",Full Time,2024-09-14,Experienced,Engineering - Telecom/Technology · Active Directory · Analysis · Computer Engineering · Configuration · Engineering · Troubleshooting · Administration · Information Technology (IT) · Firewall
Sales Account Manager,Confidential,"Obour City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Hospitality/Hotels/Food Services · Manufacturing/Production · Food Production · food and beverages · F&B · Sales · FMCG
IT Operations Manager,Roaya,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Operations/Management · CCNA · ITIL · Information Technology (IT)
Senior Developer/Web Scraper,Threat Monitor,"Riyadh, Saudi Arabia",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Selenium · Typescript · TypeORM · RESTful APIs · Problem Solving · developer · backend · Web Scraping
Head OF IT,Confidential,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · IT Infrastructure · IT · ITIL · Networking
Telesales Agent,Diamond,"Haram, Giza, Egypt",Full Time,2024-09-14,Experienced,Sales/Retail · Sales · Telesales · Indoor Sales
Software Sales,Trio M Smart Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · sales skills · Software · IT · Sales · Sales Target
Female Fitness Trainer,Your GYM,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,Customer Service/Support · Sports and Leisure · Training/Instructor · personal trainer · Cpr · Gym · Fitness
IT System Supervisor,BDO Esnad,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Information Technology (IT) · system
Sales Account Manager,Silicon21,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Sales/Retail · Sales · Information Technology (IT)
Architect,ACS / El Amer Contracting & Supplies,"Heliopolis, Cairo, Egypt",Full Time,2024-09-14,Experienced,Engineering - Construction/Civil/Architecture · Construction · Engineering · Contracting · Architecture
Senior HSE Specialist,Nature's Rule Egypt LLC,"Badr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Quality · Engineering - Other · FMCG · HSE · Manufacturing · NEBOSH · OSHA · Safety · Engineering
Production Engineer,Univest,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Stainless Steel · Manufacturing · Mechanical · Production
Network Engineer,Talaat Moustafa Group,"Cairo, Egypt",Full Time,2024-09-14,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cisco · CCNP · network · Information Technology (IT) · Engineering · DNS · Networking
Dental Sales Manager,Tabah dental,"Dakahlia, Egypt",Full Time,2024-09-14,Manager,Operations/Management · Medical/Healthcare · Sales/Retail · Dental Implant · dental sales · Outdoor Sales · Sales · dental materials · Management · Planning
Senior Dynamics 365 F&O Developer,INVENTO,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Dynamics 365 · Microsoft Dynamics · X++ · Microsoft dynamics 365 · Dynamics
Mechanical Maintenance Engineer,Confidential,"Alexandria, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Electrical Engineering · AutoCAD · Maintenance · Manufacturing · Mechanical · Mechanical Engineering · Engineering
Mid/Senior PHP Developer,arib,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · PHP · Laravel Framework · Laravel PHP · Computer Engineering · blade · laravel gate · DevOps · Software Development · Development
Quality and Compliance Specialist,Akhnaton for Trading & Distributing,"Abdeen, Cairo, Egypt",Full Time,2024-09-14,Experienced,Quality · quality · QA · Quality Assurance · Pharmacy · ISO
UI UX Developer,Syad Tech,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · CSS · JavaScript · front-end · HTML · front-end frameworks · React.js · figma · Redux · Front-End Development
Electro-mechanical maintenance engineer,Confidential,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Maintenance · Mechanical · technical
ERP Lead (odoo),Giza Seeds and Herbs,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Odoo · Information Technology (IT)
Mechanical Engineer,perfection construction,"New Capital, Cairo, Egypt",Full Time,2024-09-14,Manager,Engineering - Mechanical/Electrical · Engineering · Finance · Management · Operations · Leadership
Senior PHP - Laravel Developer,Enterprizone Co.,"Jeddah, Saudi Arabia",Full Time,2024-09-14,Experienced,IT/Software Development · Laravel · PHP · MySQL · REST · Software Development · API · Testing · Github · AWS Cloud
ERP Project Manager,Carina Wear,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Project/Program Management · Project · Project Management · Information Technology (IT) · ERP · Microsoft Dynamics · SQL · Management
Pharmacist (Female only),Pharmascienta Nefertari Body Care,"Zamalek, Cairo, Egypt",Full Time,2024-09-14,Experienced,Marketing/PR/Advertising · Marketing · E-Marketing · Online Marketing · Communication · Social Media · Content Creation · Content Writing · digital media · media
Business Development and Sales Executive,Al Massat Life Sciences Egypt,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Business Development · Sales/Retail · Business Development · Chemicals · Food · Industry · Sales · sales skills · Sales Target
Linux System Administrator/ Integrator,Confidential,"Smart Village, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Linux · Python · System Administration
Highly Experienced Factories' Digital Transformation / Automation Expert,FIPCO,"Cairo, Egypt",Full Time,2024-09-14,Senior Management,Manufacturing/Production · digital transformation · Automation
IT Technical Support,NOK for Human Capital Solutions,"Cairo, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Communication · computer · IT · Computer Hardware · Technical Support · Troubleshooting
Mechanical Technical Office Engineer,Sinoma-cdi,"Beni Suef, Beni Suef, Egypt",Full Time,2024-09-14,Experienced,Engineering - Mechanical/Electrical · AutoCAD · Mechanical · Mechanical Engineering
Mechanical Engineer,Confidential,"10th of Ramadan City, Sharqia, Egypt",Full Time,2024-09-14,Experienced,Engineering - Mechanical/Electrical · Mechanical Engineering · Mechanical
Manager - Supply Chain Planning GEM,Boston Scientific,"Dubai, United Arab Emirates",Full Time,2024-08-24,Experienced,Administration · Operations/Management · Sales/Retail · Microsoft Office · Sales · Administration · Management · Sales Skills · Office Management · Customer Service
"Head of Healthcare Communications, MEAR & Russia and CIS (all genders)",Merck Healthcare,"Riyadh, Saudi Arabia",Full Time,2024-09-06,Experienced,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · devops · information technology (it) · ruby on rails · aws
